Year,Make,Model,Condition,Price,Stock_#,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type
2019,Honda,CR-V EX,Used,"$28,900 ",M7828B,15269,4.8,4.8,4.7,4.7,4.8,4.8,WI,Dealer
2021,Honda,Civic Sport,Used,"$25,492 ",3234,36279,4.6,4.7,4.7,4.6,4.8,4.6,IL,Dealer
2019,Honda,Pilot Elite,Used,"$37,997 ",W95911,41777,4.8,4.7,4.7,4.6,4.7,4.8,WI,Dealer
2019,Honda,CR-V Touring,Used,"$26,500 ",N107203A,57677,4.8,4.8,4.7,4.7,4.8,4.8,IL,Dealer
2013,Honda,Odyssey EX,Used,"$13,995 ",2842,117837,4.8,4.5,4.5,4.3,4.5,4.6,WI,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",H43025,1,5,3,4,4,5,5,IL,Dealer
2020,Honda,Ridgeline Black Edition,Honda Certified,"$33,075 ",DE3604A,69145,4.8,4.7,4.6,4.5,4.7,4.7,IL,Dealer
2022,Honda,Accord Sport 1.5T,New,"$29,766 ",H21197,5,5,5,5,5,5,5,IL,Dealer
2019,Honda,Odyssey EX-L,Honda Certified,"$30,995 ",KB042230A,62848,4.8,4.6,4.5,4.3,4.7,4.5,WI,Dealer
2020,Honda,Odyssey Elite,Used,"$39,266 ",FP2613A,41053,4.8,4.8,4.7,4.6,4.7,4.7,WI,Dealer
2023,Honda,Pilot Touring,New,"$48,350 ",62539,10,,,,,,,WI,Dealer
2022,Honda,Passport TrailSport,Honda Certified,"$38,995 ",C17654A,5613,5,5,4.9,5,4.9,5,IL,Dealer
2018,Honda,HR-V EX-L w/Navigation,Used,"$20,382 ",22441A,81746,4.7,4.5,4.7,4.6,4.8,4.8,KY,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,985 ",CH1060,10,5,3,4,4,5,5,IL,Dealer
2022,Honda,CR-V Hybrid EX-L,New,"$35,845 ",40223-32,3,4.6,4.9,4.5,4.6,4.8,4.7,IL,Dealer
2019,Honda,CR-V EX,Used,"$28,883 ",X1141,13619,4.8,4.8,4.7,4.7,4.8,4.8,KY,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",W7059,7,5,3,4,4,5,5,IN,Dealer
2021,Honda,Accord Hybrid Touring,Used,"$36,998 ",23890867,24470,4.7,4.5,4.5,4.4,4.6,4.4,AL,Dealer
2022,Honda,Ridgeline Black Edition,Used,"$43,990 ",Z13499A,1238,5,4.9,4.9,4.3,4.7,5,IN,Dealer
2018,Honda,Ridgeline RTL-E,Used,"$33,210 ",RE30118A,41263,4.9,4.8,4.8,4.6,4.8,4.9,TN,Dealer
2023,Honda,CR-V EX,New,"$34,250 ",2CR1593,10,5,5,5,4,4,5,IN,Dealer
2023,Honda,CR-V EX-L,New,"$37,510 ",2CR1873,10,5,5,5,4,4,5,IN,Dealer
2022,Honda,Odyssey Elite,Used,"$43,995 ",P1689,22235,4.3,4.4,4.3,4.1,4.3,4.3,IN,Dealer
2022,Honda,Odyssey EX,Used,"$32,955 ",E24124,19914,4.3,4.4,4.3,4.1,4.3,4.3,IN,Dealer
2022,Honda,Ridgeline RTL-E,New,"$45,760 ",496278,12,5,4.9,4.9,4.3,4.7,5,GA,Dealer
2006,Honda,Element EX-P,Used,"$6,277 ",6119T,216259,4.2,4.4,4.1,4.5,4.5,4.6,OH,Dealer
2020,Honda,Ridgeline RTL-E,Used,"$36,995 ",Y230030A,18503,4.8,4.7,4.6,4.5,4.7,4.7,OH,Dealer
2021,Honda,Accord Sport SE,Used,"$28,000 ",17335LT,15532,4.9,4.8,4.8,4.8,4.9,4.8,OH,Dealer
2022,Honda,Accord Hybrid Sport,New,"$32,560 ",H040441,10,4.9,5,5,4.9,4.9,5,WV,Dealer
2018,Honda,Odyssey EX-L,Used,"$21,299 ",CJB080996,107660,4.8,4.7,4.6,4.3,4.7,4.6,NC,Dealer
2021,Honda,Civic Sport,Used,"$24,980 ",23C104B,28553,4.6,4.7,4.7,4.6,4.8,4.6,FL,Dealer
2021,Honda,Pilot Special Edition,Used,"$22,222 ",7300,157636,4.9,4.8,4.8,4.7,4.7,4.8,FL,Dealer
2023,Honda,Ridgeline RTL,New,"$43,470 ",H6702,20,5,4.8,4.8,4.2,5,5,VA,Dealer
2021,Honda,Ridgeline Sport,Honda Certified,"$34,282 ",CHJ220763A,21228,4.9,4.7,4.7,4.5,4.9,4.6,FL,Dealer
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",H4808,1388,5,5,5,5,5,5,NY,Dealer
2023,Honda,Ridgeline RTL-E,New,"$46,420 ",H4837,3,5,4.8,4.8,4.2,5,5,NY,Dealer
2022,Honda,HR-V EX,Used,"$27,588 ",10194A,576,3.8,3.2,3.6,3.6,4.2,4.2,SC,Dealer
2019,Honda,Accord LX,Used,"$24,990 ",C3009A,35302,4.7,4.7,4.7,4.7,4.8,4.8,SC,Dealer
2023,Honda,Ridgeline Black Edition,New,"$47,915 ",PB005739,5,5,4.8,4.8,4.2,5,5,FL,Dealer
2022,Honda,Passport Elite,Used,"$41,998 ",147780,6323,5,5,4.9,5,4.9,5,PA,Dealer
2018,Honda,Pilot EX-L,Used,"$27,599 ",O374698,49373,4.7,4.6,4.7,4.5,4.6,4.7,FL,Dealer
2010,Honda,CR-V EX,Used,"$10,900 ",5220608A,117096,4.5,4.6,4.4,4.7,4.5,4.8,VA,Dealer
2018,Honda,Civic LX-P,Used,"$24,988 ",YA09049,23214,4.7,4.7,4.8,4.8,4.9,4.8,MD,Dealer
2022,Honda,Passport TrailSport,Used,"$41,697 ",N20870A,18185,5,5,4.9,5,4.9,5,VA,Dealer
2023,Honda,CR-V EX-L,New,"$36,900 ",40003-15,10,5,5,5,4,4,5,VA,Dealer
2023,Honda,Odyssey Sport,New,"$43,160 ",M3035410,–,5,5,4,4,4,5,MD,Dealer
2020,Honda,Passport Touring,Used,"$39,995 ",11396ADS,24171,4.9,4.8,4.8,4.6,4.8,4.8,AK,Dealer
2022,Honda,Accord Sport 1.5T,New,"$29,470 ",3124233,0,5,5,5,5,5,5,MD,Dealer
2023,Honda,Odyssey Touring,New,"$46,400 ",PB034349,7,5,5,4,4,4,5,MD,Dealer
2018,Honda,Civic EX,Used,"$18,900 ",547829,92988,4.7,4.7,4.8,4.8,4.9,4.8,MD,Dealer
2016,Honda,Civic EX-T,Used,"$13,350 ",KZ202510,155097,4.6,4.6,4.6,4.6,4.8,4.6,MD,Dealer
2021,Honda,Passport Touring,Used,"$38,490 ",V019500A,4835,4.9,4.7,4.8,4.6,4.8,4.8,MD,Dealer
2017,Honda,Ridgeline RTL,Used,"$25,999 ",C376230,44785,4.8,4.7,4.7,4.4,4.7,4.7,FL,Dealer
2023,Honda,Ridgeline RTL,New,"$43,580 ",PB019889,5,5,4.8,4.8,4.2,5,5,NJ,Dealer
2021,Honda,Accord Sport SE,Used,"$27,794 ",220651A,5243,4.9,4.8,4.8,4.8,4.9,4.8,NY,Dealer
2023,Honda,Civic Sport,New,"$26,940 ",230063N,5,,,,,,,NY,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,850 ",230174,3,5,3,4,4,5,5,CT,Dealer
2019,Honda,Pilot EX,Used,"$28,594 ",CU3772,22662,4.8,4.7,4.7,4.6,4.7,4.8,CT,Dealer
2010,Honda,Accord Crosstour EX-L,Used,"$11,900 ",F2155,120416,4.7,4.6,4.7,4.6,4.6,4.8,MA,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,300 ",PH804747,1,5,3,4,4,5,5,CA,Dealer
2022,Honda,Pilot TrailSport,New,"$43,501 ",NB091629,3,5,5,5,5,5,5,CA,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,850 ",422614,0,5,3,4,4,5,5,CA,Dealer
2022,Honda,Civic EX,Used,"$28,590 ",2001941637,5707,4.6,4.9,4.4,4.6,4.6,4.7,,
2019,Honda,Insight LX,Used,"$16,979 ",U9635,133972,4.6,4.8,4.5,4.7,4.8,4.8,CA,Dealer
2021,Honda,Odyssey EX-L,Honda Certified,"$37,663 ",H115740A,23867,5,5,4.9,4.8,4.8,5,CA,Dealer
2016,Honda,Odyssey EX,Used,"$20,364 ",GB145773P,68199,4.8,4.6,4.7,4.6,4.7,4.8,CA,Dealer
2022,Honda,Accord Sport 1.5T,New,"$28,981 ",NA090313,8,5,5,5,5,5,5,NV,Dealer
2022,Honda,Accord LX 1.5T,Used,"$27,488 ",TNA046821,14073,5,5,5,5,5,5,CA,Dealer
2018,Honda,Odyssey Elite,Used,"$29,220 ",UD3249,65083,4.8,4.7,4.6,4.3,4.7,4.6,CA,Dealer
2018,Honda,Ridgeline RTL,Used,"$26,777 ",10610,96762,4.9,4.8,4.8,4.6,4.8,4.9,CA,Dealer
2022,Honda,Pilot Sport,Used,"$33,488 ",30208XR,2000,5,5,5,5,5,5,CA,Dealer
2018,Honda,Clarity Plug-In Hybrid Base,Used,"$26,889 ",B012118A,41913,4.8,4.7,4.6,4.6,4.4,4.7,AZ,Dealer
2021,Honda,Passport EX-L,Used,"$29,999 ",A2043,28382,4.9,4.7,4.8,4.6,4.8,4.8,AZ,Dealer
2020,Honda,Civic Si Base,Honda Certified,"$25,994 ",87600,47964,4.8,4.8,4.8,4.8,4.9,4.9,AZ,Dealer
2016,Honda,CR-V EX,Used,"$15,999 ",704386,142539,4.6,4.5,4.6,4.6,4.7,4.7,AZ,Dealer
2014,Honda,CR-V EX,Used,"$14,181 ",Q2469,95038,4.5,4.5,4.5,4.5,4.6,4.7,AZ,Dealer
2008,Honda,CR-V LX,Used,"$8,499 ",K0217,186036,4.4,4.4,4.3,4.6,4.4,4.8,CO,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,544 ",PH804314,15,5,3,4,4,5,5,CO,Dealer
2023,Honda,Ridgeline Black Edition,New,"$45,997 ",H17170,3,5,4.8,4.8,4.2,5,5,WA,Dealer
2023,Honda,Ridgeline RTL-E,New,"$46,419 ",23002,3,5,4.8,4.8,4.2,5,5,OK,Dealer
2022,Honda,Pilot Sport,New,"$41,770 ",NB102953,10,5,5,5,5,5,5,OK,Dealer
2022,Honda,Pilot Sport,Used,"$34,798 ",L3919,22505,5,5,5,5,5,5,KS,Dealer
2015,Honda,Accord LX,Used,"$16,691 ",FA233220,79698,4.7,4.6,4.7,4.7,4.7,4.8,TX,Dealer
2018,Honda,Odyssey Elite,Used,"$35,000 ",HU071014,36027,4.8,4.7,4.6,4.3,4.7,4.6,TX,Dealer
2021,Honda,CR-V Hybrid Touring,Used,"$36,112 ",230072A,27135,4.8,4.8,4.8,4.7,4.8,4.8,TX,Dealer
2022,Honda,Accord Hybrid EX-L,Used,"$33,975 ",NA016869A,12602,4.9,5,5,4.9,4.9,5,TX,Dealer
2016,Honda,Accord LX,Used,"$16,950 ",11694,85720,4.8,4.7,4.7,4.7,4.8,4.8,NE,Dealer
2022,Honda,Pilot Sport,New,"$41,375 ",M2329,5,5,5,5,5,5,5,NE,Dealer
2008,Honda,Accord EX,Used,"$8,991 ",5U290A,136737,4.4,4.3,4.3,4.3,4.5,4.3,NE,Dealer
2021,Honda,CR-V Touring,Used,"$30,695 ",52822,10281,4.9,4.8,4.8,4.8,4.9,4.9,TX,Dealer
2016,Honda,Civic Touring,Used,"$16,588 ",20445,113444,4.6,4.6,4.6,4.6,4.8,4.6,KS,Dealer
2020,Honda,Pilot Black Edition,Used,"$39,375 ",A6008531,46422,4.6,4.5,4.2,4.1,4.5,4.1,MO,Dealer
2018,Honda,Civic Sport Touring,Used,"$20,995 ",1327P,104860,4.7,4.7,4.8,4.8,4.9,4.8,MO,Dealer
2023,Honda,HR-V EX-L,New,"$29,195 ",41992-02,5,4,5,4,5,5,5,TX,Dealer
2020,Honda,Pilot LX,Honda Certified,"$30,890 ",P9949,48259,4.6,4.5,4.2,4.1,4.5,4.1,MO,Dealer
2022,Honda,Civic Sport Touring,New,"$31,739 ",D1F024342,5,4.6,4.9,4.4,4.6,4.6,4.7,IA,Dealer
2020,Honda,Accord Hybrid Touring,Used,"$26,895 ",LA006916,71988,4.7,4.8,4.5,4.6,4.7,4.8,TX,Dealer
2019,Honda,Accord LX,Honda Certified,"$23,498 ",23117A,27316,4.7,4.7,4.7,4.7,4.8,4.8,MN,Dealer
2023,Honda,Passport EX-L,New,"$42,790 ",4008,4,,,,,,,AR,Dealer
2019,Honda,Insight EX,Used,"$21,514 ",6A220068,63921,4.6,4.8,4.5,4.7,4.8,4.8,MN,Dealer
2022,Honda,Accord Sport SE,Used,"$29,998 ",8BH318L,1695,5,5,5,5,5,5,MN,Dealer
2013,Honda,Insight,Used,"$12,490 ",P13159A,102127,4.4,4.5,4.3,4.6,4.4,4.6,MN,Dealer
2019,Honda,Pilot EX-L,Honda Certified,"$29,496 ",L253284,63773,4.8,4.7,4.7,4.6,4.7,4.8,MN,Dealer
2020,Honda,Pilot Touring 8-Passenger,Used,"$34,500 ",432517A,51989,4.6,4.5,4.2,4.1,4.5,4.1,MO,Dealer
2020,Honda,Pilot Touring 7-Passenger,Used,"$33,450 ",Q0U040236,59772,4.6,4.5,4.2,4.1,4.5,4.1,IA,Dealer
2021,Honda,Accord Touring 2.0T,Used,"$31,203 ",MA012728,35433,4.9,4.8,4.8,4.8,4.9,4.8,TN,Dealer
2021,Honda,Passport Touring,Honda Certified,"$37,547 ",9620B,11230,4.9,4.7,4.8,4.6,4.8,4.8,TN,Dealer
2022,Honda,Pilot Special Edition,Used,"$36,975 ",91642A,28078,5,5,5,5,5,5,LA,Dealer
2015,Honda,CR-V Touring,Used,"$17,999 ",2537A,84625,4.4,4.4,4.3,4.3,4.6,4.5,WI,Dealer
2019,Honda,Pilot EX-L,Used,"$28,500 ",8593051,23606,4.8,4.7,4.7,4.6,4.7,4.8,LA,Dealer
2020,Honda,Civic EX,Used,"$23,495 ",S6902A,21096,4.8,4.8,4.9,4.8,4.9,4.9,WI,Dealer
2019,Honda,Accord Hybrid Touring,Used,"$28,250 ",3N257A,48004,4.5,4.5,3.9,3.9,4.6,4.4,IL,Dealer
2020,Honda,Odyssey Elite,Used,"$40,400 ",48051,47045,4.8,4.8,4.7,4.6,4.7,4.7,KY,Dealer
2022,Honda,Odyssey EX-L,Used,"$39,658 ",P25982,13179,4.3,4.4,4.3,4.1,4.3,4.3,IL,Dealer
2022,Honda,Accord Hybrid Sport,Used,"$27,995 ",OL2097,22513,4.9,5,5,4.9,4.9,5,IL,Dealer
2021,Honda,Pilot EX-L,Honda Certified,"$34,945 ",H56220A,35404,4.9,4.8,4.8,4.7,4.7,4.8,IL,Dealer
2019,Honda,HR-V EX,Used,"$25,995 ",22176C,43039,4.6,4.6,4.4,4.6,4.8,4.7,IL,Dealer
2021,Honda,Civic Type R Touring,Used,"$41,425 ",MU202037,27884,5,4.8,5,4.8,4.8,5,IL,Dealer
2017,Honda,Pilot EX-L,Used,"$25,590 ",2002171368,73500,4.8,4.7,4.7,4.6,4.7,4.7,,
2017,Honda,Pilot EX-L,Honda Certified,"$25,194 ",62330A,62001,4.8,4.7,4.7,4.6,4.7,4.7,WI,Dealer
2019,Honda,Pilot Touring 7-Passenger,Honda Certified,"$34,633 ",7833Q,33557,4.8,4.7,4.7,4.6,4.7,4.8,IN,Dealer
2014,Honda,Civic LX,Used,"$17,897 ",1546,52835,4.5,4.5,4.5,4.6,4.6,4.8,AL,Dealer
2020,Honda,Civic Si Base,Used,"$27,900 ",Adaptive Cruise ControlHeated SeatsKeyless StartNavigation System,Apple,4.8,4.8,4.8,4.8,4.9,4.9,IN,Individual
2023,Honda,Ridgeline RTL-E,Honda Certified,"$44,994 ",H18591A,1569,5,4.8,4.8,4.2,5,5,TN,Dealer
2022,Honda,Civic Si Base,Used,"$30,724 ",23H167A,16965,4.2,4,4.5,4.2,4.5,5,IN,Dealer
2021,Honda,Civic Sport,Used,"$25,986 ",22H1181B,21756,4.6,4.7,4.7,4.6,4.8,4.6,IN,Dealer
2018,Honda,Civic Type R Touring,Used,"$33,800 ",STK01050T,83134,4.5,4.7,4.9,4.7,4.7,4.8,IN,Dealer
2019,Honda,Pilot Elite,Used,"$37,998 ",23566537,39930,4.8,4.7,4.7,4.6,4.7,4.8,TN,Dealer
2019,Honda,HR-V LX,Used,"$23,590 ",2002091609,33738,4.6,4.6,4.4,4.6,4.8,4.7,,
2022,Honda,Accord Sport 1.5T,New,"$29,075 ",496504,12,5,5,5,5,5,5,GA,Dealer
2018,Honda,Clarity Plug-In Hybrid Touring,Used,"$23,485 ",300832A,31902,4.8,4.7,4.6,4.6,4.4,4.7,GA,Dealer
2022,Honda,Civic Si Base,Used,"$34,490 ",NH476854,1070,4.2,4,4.5,4.2,4.5,5,GA,Dealer
2019,Honda,Civic Si Base,Used,"$27,870 ",SA755291,19882,4.7,4.8,4.7,4.8,4.8,4.9,GA,Dealer
2019,Honda,Odyssey EX-L,Used,"$30,945 ",AU9547,51193,4.8,4.6,4.5,4.3,4.7,4.5,GA,Dealer
2022,Honda,CR-V EX,Used,"$34,998 ",23293375,4299,4.9,4.8,4.7,4.8,4.7,4.9,SC,Dealer
2018,Honda,Ridgeline RTL-E,Used,"$32,326 ",J21370A,26911,4.9,4.8,4.8,4.6,4.8,4.9,OH,Dealer
2022,Honda,Accord Sport 2.0T,New,"$35,150 ",NA024114,4,5,5,5,5,5,5,PA,Dealer
2021,Honda,Ridgeline RTL,Used,"$37,600 ",MB014521P,17784,4.9,4.7,4.7,4.5,4.9,4.6,WV,Dealer
2023,Honda,Odyssey Elite,New,"$51,420 ",H6708,6,5,5,4,4,4,5,VA,Dealer
2019,Honda,Passport Touring,Used,"$26,129 ",A2F055076A,51580,4.8,4.7,4.7,4.6,4.7,4.8,NY,Dealer
2020,Honda,Odyssey Elite,Used,"$39,940 ",7445P,32532,4.8,4.8,4.7,4.6,4.7,4.7,NC,Dealer
2022,Honda,Pilot Sport,New,"$39,770 ",NB035567,3,5,5,5,5,5,5,FL,Dealer
2021,Honda,Civic Sport,Used,"$24,990 ",P5982,31590,4.6,4.7,4.7,4.6,4.8,4.6,NC,Dealer
2016,Honda,Odyssey SE,Used,"$17,690 ",20109A,79581,4.8,4.6,4.7,4.6,4.7,4.8,FL,Dealer
2020,Honda,Passport Touring,Honda Certified,"$37,790 ",UH13398,24680,4.9,4.8,4.8,4.6,4.8,4.8,NY,Dealer
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",M2119146,–,5,5,5,5,5,5,MD,Dealer
2018,Honda,Pilot EX-L,Used,"$26,200 ",27217NA,65069,4.7,4.6,4.7,4.5,4.6,4.7,VA,Dealer
2022,Honda,Accord Sport 1.5T,New,"$29,075 ",3114000,0,5,5,5,5,5,5,MD,Dealer
2022,Honda,Accord Sport 1.5T,New,"$29,075 ",3088385,0,5,5,5,5,5,5,MD,Dealer
2022,Honda,Accord Sport SE,New,"$30,960 ",3120083,2,5,5,5,5,5,5,MD,Dealer
2007,Honda,Accord EX-L,Used,"$8,800 ",64962805,155751,4.5,4.4,4.5,4.6,4.4,4.7,PA,Dealer
2021,Honda,Civic Sport,Used,"$23,700 ",EP548095,41103,4.6,4.7,4.7,4.6,4.8,4.6,MD,Dealer
2022,Honda,Pilot Sport,New,Not Priced,220638-R,10,5,5,5,5,5,5,PA,Dealer
2022,Honda,Accord LX 1.5T,New,"$28,010 ",NA071271,5,5,5,5,5,5,5,PA,Dealer
2023,Honda,Ridgeline RTL-E,New,"$46,025 ",PB009785,5,5,4.8,4.8,4.2,5,5,NJ,Dealer
2022,Honda,CR-V EX-L,Honda Certified,"$33,886 ",U2511344,14764,4.9,4.8,4.7,4.8,4.7,4.9,NY,Dealer
2017,Honda,Odyssey EX-L,Used,"$24,998 ",17776,80931,4.8,4.6,4.8,4.6,4.7,4.8,VT,Dealer
2022,Honda,Accord Hybrid Touring,Honda Certified,"$37,754 ",P009581,9852,4.9,5,5,4.9,4.9,5,MA,Dealer
2021,Honda,Civic EX,Used,"$26,700 ",ME210409,12137,4.6,4.7,4.7,4.6,4.8,4.6,ME,Dealer
2013,Honda,Civic Hybrid Base w/Leather (CVT),Used,"$10,456 ",221395,116826,4.1,4.2,3.8,3.8,4.3,4.2,CA,Dealer
2022,Honda,HR-V EX,Used,"$26,416 ",247582,8622,3.8,3.2,3.6,3.6,4.2,4.2,CA,Dealer
2022,Honda,HR-V LX,Used,"$24,087 ",247636,10808,3.8,3.2,3.6,3.6,4.2,4.2,CA,Dealer
2021,Honda,Pilot Elite,Used,"$44,798 ",54AG312P,25512,4.9,4.8,4.8,4.7,4.7,4.8,,
2022,Honda,HR-V EX,Used,"$25,802 ",247434,2139,3.8,3.2,3.6,3.6,4.2,4.2,CA,Dealer
2019,Honda,Accord Hybrid EX-L,Used,"$27,200 ",54034,48611,4.5,4.5,3.9,3.9,4.6,4.4,NV,Dealer
2023,Honda,HR-V EX-L,New,"$29,195 ",30446,–,4,5,4,5,5,5,CA,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,850 ",30437,–,5,3,4,4,5,5,CA,Dealer
2023,Honda,HR-V Sport,New,"$29,150 ",78865,5,4,5,4,5,5,5,NV,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",RH30514,0,5,3,4,4,5,5,OR,Dealer
2014,Honda,CR-V EX-L,Used,"$16,999 ",5258,131621,4.5,4.5,4.5,4.5,4.6,4.7,CO,Dealer
2021,Honda,Passport Sport,Used,"$31,500 ",P2214,9984,4.9,4.7,4.8,4.6,4.8,4.8,CO,Dealer
2017,Honda,Civic Sport,Used,"$22,990 ",C067422,32527,4.7,4.7,4.8,4.8,4.8,4.8,MT,Dealer
2022,Honda,Civic Touring,Used,"$30,992 ",T064632,21250,4.6,4.9,4.4,4.6,4.6,4.7,MT,Dealer
2018,Honda,Civic LX,Used,"$20,990 ",T2301111,40349,4.7,4.7,4.8,4.8,4.9,4.8,MT,Dealer
2023,Honda,Civic Sport Touring,New,"$32,500 ",H17245,–,,,,,,,WA,Dealer
2023,Honda,Ridgeline RTL,New,"$41,915 ",13052,4,5,4.8,4.8,4.2,5,5,WA,Dealer
2022,Honda,Civic EX-L,New,"$28,688 ",BN67,10,4.6,4.9,4.4,4.6,4.6,4.7,WY,Dealer
2012,Honda,Civic EX,Used,"$12,999 ",19020,85453,4.3,4.3,4.4,4.6,4.5,4.8,WA,Dealer
2023,Honda,Ridgeline RTL,New,"$43,470 ",PB008156,10,5,4.8,4.8,4.2,5,5,TX,Dealer
2023,Honda,Ridgeline RTL,New,"$43,580 ",PB019853,10,5,4.8,4.8,4.2,5,5,TX,Dealer
2021,Honda,CR-V Hybrid Touring,Used,"$35,664 ",ME007600A,23701,4.8,4.8,4.8,4.7,4.8,4.8,TX,Dealer
2022,Honda,Accord Hybrid Sport,New,"$32,165 ",NA040898,0,4.9,5,5,4.9,4.9,5,TX,Dealer
2020,Honda,Pilot EX-L,Honda Certified,"$33,993 ",T8998A,35491,4.6,4.5,4.2,4.1,4.5,4.1,NE,Dealer
2021,Honda,Pilot Special Edition,Honda Certified,"$37,375 ",A6007881,37717,4.9,4.8,4.8,4.7,4.7,4.8,MO,Dealer
2019,Honda,Insight Touring,Used,"$26,699 ",KE033698,25440,4.6,4.8,4.5,4.7,4.8,4.8,TX,Dealer
2020,Honda,CR-V Hybrid EX,Used,"$31,033 ",LE014759,39378,4.7,4.6,4.3,4.3,4.6,4.6,AR,Dealer
2023,Honda,Accord EX,New,"$31,160 ",41992-08,–,,,,,,,TX,Dealer
2021,Honda,HR-V EX,Used,"$28,804 ",2049,22956,4.7,4.6,4.6,4.7,4.7,4.8,TX,Dealer
2018,Honda,Civic Sport,Honda Certified,"$19,500 ",9237394,54541,4.7,4.7,4.8,4.8,4.9,4.8,ND,Dealer
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",8107530,14,5,5,5,5,5,5,ND,Dealer
2015,Honda,Pilot SE,Used,"$23,990 ",2002172531,53630,4.8,4.7,4.7,4.8,4.6,4.9,,
2017,Honda,Civic Touring,Used,"$19,117 ",C3961,74843,4.7,4.7,4.8,4.8,4.8,4.8,AR,Dealer
2018,Honda,Accord EX,Used,"$22,978 ",124956A,85439,4.8,4.8,4.7,4.7,4.8,4.8,MO-22,Dealer
2019,Honda,Insight Touring,Used,"$21,599 ",TB1042A,77000,4.6,4.8,4.5,4.7,4.8,4.8,,
2022,Honda,Accord Touring 2.0T,Honda Certified,"$37,495 ",R225103,3833,5,5,5,5,5,5,MN,Dealer
2023,Honda,HR-V Sport,New,"$29,614 ",8BH525N,6,4,5,4,5,5,5,MN,Dealer
2020,Honda,Passport Sport,Honda Certified,"$31,499 ",P13096,18936,4.9,4.8,4.8,4.6,4.8,4.8,MN,Dealer
2021,Honda,Accord Hybrid EX,Used,"$27,500 ",11476A,52296,4.7,4.5,4.5,4.4,4.6,4.4,MO,Dealer
2022,Honda,Pilot Sport,Used,"$35,899 ",A1128,9322,5,5,5,5,5,5,LA,Dealer
2020,Honda,CR-V LX,Honda Certified,"$26,779 ",9P0633,27682,4.9,4.8,4.8,4.8,4.9,4.9,WI,Dealer
2021,Honda,Accord Hybrid Base,Used,"$26,995 ",L223706A,26505,4.7,4.5,4.5,4.4,4.6,4.4,IL,Dealer
2022,Honda,Pilot TrailSport,New,"$44,990 ",NB091508,5,5,5,5,5,5,5,TN,Dealer
2018,Honda,Odyssey EX-L,Used,"$26,995 ",77698,72119,4.8,4.7,4.6,4.3,4.7,4.6,KY,Dealer
2018,Honda,Odyssey Elite,Used,"$29,995 ",18409,74852,4.8,4.7,4.6,4.3,4.7,4.6,KY,Dealer
2021,Honda,Civic Sport,Used,"$26,992 ",MY4484,11550,4.6,4.7,4.7,4.6,4.8,4.6,WI,Dealer
2008,Honda,Civic LX,Used,"$4,995 ",64134973,231000,4.2,4.4,4.3,4.5,4.5,4.7,IL,Dealer
2019,Honda,Odyssey LX,Used,"$24,437 ",901622B,66128,4.8,4.6,4.5,4.3,4.7,4.5,IL,Dealer
2023,Honda,Odyssey Elite,New,"$51,420 ",PB034811,4,5,5,4,4,4,5,WI,Dealer
2015,Honda,Accord LX,Used,"$15,999 ",P5117,59421,4.7,4.6,4.7,4.7,4.7,4.8,IL,Dealer
2020,Honda,Pilot Touring 8-Passenger,Used,"$35,947 ",H56148A,42631,4.6,4.5,4.2,4.1,4.5,4.1,IL,Dealer
2020,Honda,Pilot Touring 8-Passenger,Honda Certified,"$35,674 ",H55835A,44439,4.6,4.5,4.2,4.1,4.5,4.1,IL,Dealer
2023,Honda,Pilot Elite,New,"$51,830 ",62486,1,,,,,,,WI,Dealer
2023,Honda,CR-V EX-L,New,"$37,450 ",L61326,7,5,5,5,4,4,5,IL,Dealer
2023,Honda,Pilot Sport,New,Not Priced,47667,2,,,,,,,IN,Dealer
2018,Honda,Ridgeline RTL-E,Used,"$30,452 ",42293A,48583,4.9,4.8,4.8,4.6,4.8,4.9,WI,Dealer
2019,Honda,Ridgeline RTL-E,Used,"$36,675 ",21184,11062,4.9,4.8,4.8,4.6,4.7,4.9,TN,Dealer
2019,Honda,HR-V Sport,Used,"$22,990 ",PM721068A,26314,4.6,4.6,4.4,4.6,4.8,4.7,TN,Dealer
2002,Honda,CR-V EX,Used,"$6,990 ",81506,172068,4.2,4.5,4.5,4.7,4.5,4.8,IN,Dealer
2017,Honda,Ridgeline RTL-E,Used,"$16,995 ",26699,236492,4.8,4.7,4.7,4.4,4.7,4.7,KY,Dealer
2023,Honda,CR-V EX,New,"$34,250 ",1903892,85,5,5,5,4,4,5,TN,Dealer
