id,id,year,make,model,condition,price,consumer_rating,comfort_rating,performance_rating,value_for_money_rating,reliability_rating,mileage,fuel_type,engine,state,seller_type
1932,1932,2017,Honda,CR-V EX-L,Used,"$18,995",4.8,5,5,4,5,10,Gasoline,1.8L I4 16V MPFI SOHC,NE,Dealer
1933,1933,2019,Honda,Pilot Sport,Used,"$23,270",5,5,5,5,5,6,Gasoline,2.0L I4 16V MPFI DOHC,TN,Dealer
1934,1934,2022,Honda,Accord Sport 1.5T,New,"$35,150",3.1,5,5,5,5,7,Gasoline,2.0L I4 16V GDI DOHC Turbo,IL,Dealer
1935,1935,2022,Honda,Odyssey Elite,Used,"$43,799",5,4.8,4.7,4.6,4.7,34082,Gasoline,3.5L V6 24V GDI SOHC,IL,Dealer
1936,1936,2019,Honda,Pilot Black Edition,Used,"$24,995",5,5,5,5,5,10,Gasoline,1.5L I4 16V GDI DOHC Turbo,TN,Dealer
1937,1937,2022,Honda,Odyssey EX-L,Used,"$29,795",4,5,4,4,5,10,Gasoline,1.5L I4 16V GDI DOHC Turbo,NE,Dealer
1938,1938,2022,Honda,HR-V Sport,New,"$34,755",4.5,4,4,5,5,5,Gasoline,2.0L I4 16V GDI DOHC Turbo,TN,Dealer
1939,1939,2022,Honda,Pilot EX-L,New,"$48,860",4.8,4.9,4.8,4.7,4.8,28240,Gasoline,3.5L V6 24V GDI SOHC,AL,Dealer
1940,1940,2022,Honda,Pilot Black Edition,New,"$42,461",4,4.9,4.8,4.7,4.8,37726,Gasoline,3.5L V6 24V GDI SOHC,WI,Dealer
1941,1941,2023,Honda,Passport Elite,New,"$43,161",4.8,5,4.9,5,5,13507,Gasoline,Regular Unleaded V-6 3.5 L/212,LA,Dealer
1942,1942,2022,Honda,Passport Elite,Used,"$36,988",5,4.8,4.7,4.6,4.8,20877,Gasoline,1.5L I4 16V GDI DOHC Turbo,AL,Dealer
1943,1943,2012,Honda,HR-V Sport,Used,"$6,998",4.5,3.8,3.6,3.6,4.2,15635,Gasoline,4 Cylinder Engine,KS,Dealer
1944,1944,2022,Honda,Odyssey EX-L,New,"$46,104",5,4.8,4.5,4.3,4.5,48492,Gasoline,V6 Cylinder Engine,AL,Dealer
1945,1945,2022,Honda,CR-V Hybrid Sport Touring,New,"$44,000",5,5,4,4,5,11,Gasoline,3.5L V6 24V GDI SOHC,LA,Dealer
1946,1946,2021,Honda,CR-V EX-L,Used,"$28,925",4.9,5,5,4,5,2,Gasoline,1.5L I4 16V GDI DOHC Turbo,TN,Dealer
1947,1947,2019,Honda,Clarity Plug-In Hybrid Base,Used,"$27,991",4.6,4.8,4.6,4.6,4.7,33638,Gasoline,3.5L V6 24V GDI SOHC,KS,Dealer
1948,1948,2022,Honda,Pilot EX-L,New,"$44,265",4.8,5,5,5,5,13,Gasoline,3.5L V6 24V GDI SOHC,IL,Dealer
1949,1949,2022,Honda,Passport Elite,Honda Certified,"$27,925",4.7,4.9,4.8,4.6,4.8,23346,Hybrid,1.5L I4 16V MPFI DOHC Hybrid,IN,Dealer
1950,1950,2018,Honda,Civic Sport,Used,"$19,644",5,4.6,4.4,4.6,4.7,5028,Gasoline,1.5L I4 16V GDI DOHC Turbo,WI,Dealer
1951,1951,2012,Honda,Accord Sport 1.5T,Used,"$15,825",4.6,5,5,5,5,0,Gasoline,3.5L V6 24V MPFI SOHC,KS,Dealer
1952,1952,2015,Honda,Ridgeline RTL,Used,"$17,590",4,4.9,4.8,4.6,4.9,17184,Gasoline,2.4L I4 16V GDI DOHC,IN,Dealer
1953,1953,2016,Honda,Accord EX,Used,"$18,000",4.6,4.5,4.5,4.6,4.5,231321,Gasoline,2.0L I4 16V MPFI DOHC,IL,Dealer
1954,1954,2019,Honda,Ridgeline RTL,Used,"$36,992",5,5,4.8,4.2,5,0,Gasoline,3.5L V6 24V GDI SOHC,OH,Dealer
1955,1955,2022,Honda,Insight Touring,New,"$30,245",4.6,5,5,5,5,52936,Gasoline,1.5L I4 16V GDI DOHC Turbo,MO,Dealer
1956,1956,2019,Honda,CR-V EX-L,Used,"$34,416",4.6,5,5,4,5,7,Gasoline,3.5L V6 24V GDI SOHC,MI,Dealer
1957,1957,2022,Honda,Odyssey EX-L,New,"$31,808",5,4.8,4.5,4.3,4.5,59825,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,WI,Dealer
1958,1958,2022,Honda,Ridgeline RTL-E,New,"$52,060",3.9,5,4.8,4.2,5,25,Gasoline,Regular Unleaded V-6 3.5 L/212,MO,Dealer
1959,1959,2022,Honda,Accord Sport SE,Honda Certified,"$39,850",4.9,5,5,5,5,5,Gasoline,3.5L V6 24V GDI SOHC,GA,Dealer
1960,1960,2017,Honda,Accord Sport 1.5T,Used,"$14,951",4.8,5,5,5,5,12,Gasoline,1.5L I4 16V GDI DOHC Turbo,GA,Dealer
1961,1961,2022,Honda,Insight EX,New,"$44,265",4.7,4.5,4.5,4.8,5,25346,Gasoline,3.5L V6 24V GDI SOHC,AR,Dealer
1962,1962,2020,Honda,CR-V EX-L,Used,"$28,495",4.5,5,5,4,5,5,Gasoline,1.5L I4 16V GDI DOHC Turbo,IL,Dealer
1963,1963,2022,Honda,Ridgeline Black Edition,Used,"$36,295",4.7,5,4.8,4.2,5,12,Gasoline,3.5L V6 24V GDI SOHC,GA,Dealer
1964,1964,2023,Honda,Accord Hybrid Touring,New,"$29,240",3.1,4.7,4.5,4.4,4.4,11218,Gasoline,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,GA,Dealer
1965,1965,2020,Honda,CR-V EX,Used,"$26,495",4.5,5,5,4,5,3,Gasoline,1.5L I4 16V GDI DOHC Turbo,IL,Dealer
1966,1966,2020,Honda,CR-V Hybrid Sport Touring,Used,"$24,469",4.7,5,4,4,5,1,Gasoline,1.5L I4 16V GDI DOHC Turbo,WI,Dealer
1967,1967,2018,Honda,Odyssey Elite,Used,"$29,486",4.4,4.8,4.6,4.3,4.6,61750,Gasoline,1.5L I4 16V GDI DOHC Turbo,TX,Dealer
1968,1968,2022,Honda,Accord LX 1.5T,New,"$29,252",4.3,5,5,5,5,9,Gasoline,1.5L I4 16V GDI DOHC Turbo,OH,Dealer
1969,1969,2023,Honda,Odyssey EX-L,New,"$27,400",3.1,5,4,4,5,7,Gasoline,Regular Unleaded I-4 2.0 L/122,IL,Dealer
1970,1970,2020,Honda,Ridgeline Sport,Used,"$29,788",4.6,4.9,4.7,4.5,4.6,6883,Gasoline,V6 Cylinder Engine,IN,Dealer
1971,1971,2017,Honda,Pilot EX-L,Used,"$27,950",5,4.9,4.8,4.7,4.8,14040,Gasoline,V6 Cylinder Engine,TX,Dealer
1972,1972,2022,Honda,Passport Touring,New,"$41,355",2.1,4.8,4.7,4.6,4.8,33959,Gasoline,3.5L V6 24V GDI SOHC,AL,Dealer
1973,1973,2021,Honda,CR-V EX-L,Used,"$26,824",4.2,5,5,4,5,5,Gasoline,1.8L I4 16V MPFI SOHC,TN,Dealer
1974,1974,2020,Honda,CR-V EX,Used,"$27,495",4.7,4.5,4.4,4.6,4.7,153007,Gasoline,1.5L I4 16V GDI DOHC Turbo,GA,Dealer
1975,1975,2022,Honda,Pilot TrailSport,New,"$46,465",2.1,5,5,5,5,1679,Gasoline,3.5L V6 24V GDI SOHC,IA,Dealer
1976,1976,2022,Honda,Odyssey Touring,New,"$41,770",2.1,5,4,4,5,6,Gasoline,3.5L V6 24V GDI SOHC,IN,Dealer
1977,1977,2022,Honda,Ridgeline RTL,New,"$44,205",2.1,5,4.8,4.2,5,10,Gasoline,3.5L V6 24V GDI SOHC,IA,Dealer
1978,1978,2022,Honda,Ridgeline RTX,Used,"$39,887",5,4.7,4.3,4.5,4.7,116056,Gasoline,Regular Unleaded V-6 3.5 L/212,IN,Dealer
1979,1979,2019,Honda,Odyssey Elite,Used,"$25,700",4.4,5,4,4,5,6,Gasoline,3.5L V6 24V GDI SOHC,IN,Dealer
1980,1980,2020,Honda,CR-V Hybrid EX,Honda Certified,"$34,454",4.5,4.6,4.5,4.6,4.7,7015,Gasoline,3.5L V6 24V GDI SOHC,FL,Dealer
1981,1981,2020,Honda,HR-V LX,Used,"$22,595",4.6,4,4,5,5,0,Gasoline,2.0L I4 16V MPFI DOHC,MN,Dealer
1982,1982,2021,Honda,Odyssey LX,Honda Certified,"$39,804",4.7,4.7,4.6,4.4,4.8,64569,Gasoline,3.5L V6 24V GDI SOHC,PA,Dealer
1983,1983,2021,Honda,Pilot Sport,Honda Certified,"$25,999",5,5,5,5,5,2,Gasoline,1.5L I4 16V GDI DOHC Turbo,TN,Dealer
1984,1984,2014,Honda,Odyssey Touring,Used,"$18,995",4.3,4.8,4.6,4.3,4.6,74995,Gasoline,3.5L V6 24V MPFI SOHC,GA,Dealer
1985,1985,2021,Honda,Civic Si Base w/High Performance Summer Tires (M6),Used,"$22,477",4.8,4.2,4.5,4.2,5,5390,Gasoline,2.0L I4 16V MPFI DOHC,MN,Dealer
1986,1986,2019,Honda,Odyssey Touring,Honda Certified,"$21,750",4.3,4.8,4.5,4.3,4.5,46336,Gasoline,1.5L I4 16V GDI DOHC Turbo,FL,Dealer
1987,1987,2022,Honda,CR-V Hybrid Sport Touring,Used,"$29,449",5,5,4,4,5,1,Gasoline,1.5L I4 16V GDI DOHC Turbo,FL,Dealer
1988,1988,2020,Honda,CR-V EX,Used,"$36,750",4.7,4.9,4.8,4.8,4.9,29410,Gasoline,3.5L V6 24V GDI SOHC,MN,Dealer
1989,1989,2022,Honda,Accord Sport 1.5T,Used,"$41,555",4.9,5,5,5,5,9,Gasoline,3.5L V6 24V GDI SOHC,MI,Dealer
1990,1990,2005,Honda,HR-V Sport,Used,"$3,999",4.5,4,4,5,5,â€“,Gasoline,4 Cylinder Engine,MO,Dealer
1991,1991,2018,Honda,Passport Sport,Used,"$23,795",4.7,4.9,4.8,4.6,4.8,29236,Gasoline,1.5L I4 16V GDI DOHC Turbo,FL,Dealer
1992,1992,2022,Honda,Accord Sport SE,Used,"$25,502",4.9,5,5,5,5,5,Gasoline,2.0L I4 16V GDI DOHC,TN,Dealer
1993,1993,2015,Honda,CR-V Hybrid Sport Touring,Used,"$12,990",4.9,5,4,4,5,158,Hybrid,4 Cylinder Engine,IN,Dealer
1994,1994,2022,Honda,Passport Sport,Used,"$35,899",5,4.8,4.7,4.6,4.8,49183,Gasoline,3.5L V6 24V GDI SOHC,AL,Dealer
1995,1995,2021,Honda,Pilot EX-L,Used,"$36,532",4.1,4.8,4.7,4.6,4.8,69726,Gasoline,3.5L V6 24V GDI SOHC,TN,Dealer
1996,1996,2020,Honda,Pilot LX,Used,"$24,000",4.4,4.7,4.7,4.5,4.7,38563,Gasoline,1.5L I4 16V GDI DOHC Turbo,FL,Dealer
1997,1997,2021,Honda,Odyssey Sport,Used,"$31,450",5,5,4,4,5,6,Gasoline,3.5L V6 24V GDI SOHC,IN,Dealer
1998,1998,2015,Honda,Insight Touring,Used,"$19,997",4.7,4.5,4.5,4.8,5,95698,Gasoline,2.4L I4 16V MPFI DOHC,FL,Dealer
1999,1999,2022,Honda,Civic Type R Touring,Used,"$41,900",3.8,5,5,5,5,2,Gasoline,3.5L V6 24V GDI SOHC,TN,Dealer
2000,2000,2011,Honda,Passport Elite,Used,"$10,981",4.8,4.9,4.8,4.6,4.8,47979,Gasoline,2.4L I4 16V MPFI DOHC,AL,Dealer
2001,2001,2022,Honda,CR-V EX-L,Used,"$27,119",5,4.6,4.6,4.6,4.7,74930,Gasoline,4 Cylinder Engine,FL,Dealer
2002,2002,2022,Honda,CR-V Hybrid Sport Touring,Used,"$41,995",4.9,5,4,4,5,2,Gasoline,3.5L V6 24V GDI SOHC,OH,Dealer
2003,2003,2022,Honda,Passport TrailSport,Used,"$38,990",5,5,4.9,5,5,0,Gasoline,V6 Cylinder Engine,NC,Dealer
2004,2004,2020,Honda,Pilot Sport,Used,"$31,327",4.4,5,5,5,5,2,Gasoline,1.5L I4 16V GDI DOHC Turbo,TN,Dealer
2005,2005,2007,Honda,Odyssey Touring,Used,"$7,999",4.4,4.8,4.6,4.3,4.6,69391,Gasoline,1.8L SOHC MPFI 16-valve i-VTEC I4 engine,KY,Dealer
2006,2006,2021,Honda,Pilot Black Edition,Used,"$41,998",4.8,5,5,5,5,27136,Gasoline,3.5L V6 24V GDI SOHC,IL,Dealer
2007,2007,2022,Honda,Odyssey Touring,New,"$46,500",4.4,5,4,4,5,4,Gasoline,3.5L V6 24V GDI SOHC,IN,Dealer
2008,2008,2020,Honda,Passport EX-L,Used,"$33,000",4.7,5,4.9,5,5,35,Gasoline,3.5L V6 24V GDI SOHC,GA,Dealer
2009,2009,2023,Honda,Accord Sport 1.5T,New,"$50,915",4.5,5,5,5,5,5,Gasoline,Regular Unleaded V-6 3.5 L/212,IL,Dealer
2010,2010,2022,Honda,Passport Sport,New,"$32,560",4.9,4.8,4.7,4.6,4.8,34973,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,FL,Dealer
2011,2011,2021,Honda,Accord Sport 1.5T,Honda Certified,"$32,649",4.8,5,5,5,5,1,Gasoline,3.5L V6 24V GDI SOHC,IL,Dealer
2012,2012,2014,Honda,Odyssey Touring,Used,"$18,998",4.7,5,4,4,5,10,Gasoline,2.4L I4 16V GDI DOHC,IN,Dealer
2013,2013,2021,Honda,Accord Sport 1.5T,Used,"$44,995",4.1,5,5,5,5,6275,Gasoline,3.5L V6 24V GDI SOHC,TN,Dealer
2014,2014,2019,Honda,Odyssey Touring,Used,"$26,538",4.8,5,4,4,5,5,Gasoline,3.5L V6 24V GDI SOHC,IN,Dealer
2015,2015,2022,Honda,Odyssey Touring,New,"$32,560",4.8,5,4,4,5,6,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,IN,Dealer
2016,2016,2020,Honda,Accord EX,Used,"$21,000",5,4.5,4.5,4.6,4.7,91389,Gasoline,2.0L I4 16V MPFI DOHC,GA,Dealer
2017,2017,2017,Honda,CR-V EX-L,Used,"$22,343",4.3,5,5,4,5,5,Gasoline,1.5L I4 16V GDI DOHC Turbo,IN,Dealer
2018,2018,2016,Honda,Civic Sport,Used,"$14,950",4.6,4.6,4.4,4.6,4.7,1793,Gasoline,V6 Cylinder Engine,OH,Dealer
2019,2019,2021,Honda,Accord Sport,Used,"$33,988",5,5,5,5,5,10,Gasoline,3.5L V6 24V GDI SOHC,IN,Dealer
2020,2020,2022,Honda,Pilot EX-L,New,"$30,075",4.4,4.9,4.8,4.7,4.8,33748,Gasoline,1.5L I4 16V GDI DOHC Turbo,MI,Dealer
2021,2021,2022,Honda,Pilot Special Edition,New,"$44,600",4.8,4.9,4.8,4.7,4.8,19385,Gasoline,3.5L V6 24V GDI SOHC,WV,Dealer
2022,2022,2022,Honda,Civic Type R Touring,Used,"$32,499",4.3,4.6,5,4.8,4.8,22388,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,IN,Dealer
2023,2023,2022,Honda,Pilot Special Edition,New,"$37,991",5,5,5,5,5,7,Gasoline,2.0L I4 16V GDI DOHC Turbo,AL,Dealer
2024,2024,2022,Honda,Pilot Touring 7-Passenger,New,"$31,565",2.4,5,5,5,5,10,Gasoline,1.5L I4 16V GDI DOHC Turbo,NC,Dealer
2025,2025,2020,Honda,CR-V EX,Honda Certified,"$35,490",5,5,5,4,5,1,Gasoline,3.5L V6 24V GDI SOHC,KY,Dealer
2026,2026,2020,Honda,HR-V Sport,Used,"$29,690",5,4,4,5,5,10,Gasoline,3.5L V6 24V GDI SOHC,TN,Dealer
2027,2027,2022,Honda,Accord Touring 2.0T,Honda Certified,"$31,987",4.7,5,5,5,5,10078,Gasoline,2.0L I4 16V GDI DOHC Turbo,IN,Dealer
2028,2028,2021,Honda,Passport EX-L,Used,"$24,322",4.2,4.9,4.8,4.6,4.8,35970,Gasoline,1.8L I4 16V MPFI SOHC,NC,Dealer
2029,2029,2022,Honda,Passport Sport,Honda Certified,"$29,314",4.7,4.8,4.7,4.6,4.8,18680,Gasoline,1.5L I4 16V GDI DOHC Turbo,NC,Dealer
2030,2030,2020,Honda,Accord Sport 1.5T,Used,"$26,891",4.3,5,5,5,5,â€“,Gasoline,1.5L I4 16V GDI DOHC Turbo,OH,Dealer
2031,2031,2022,Honda,CR-V EX-L,New,"$29,470",2.9,5,5,4,5,8,Gasoline,1.5L I4 16V GDI DOHC Turbo,KY,Dealer
2032,2032,2019,Honda,CR-V EX-L,Used,"$36,399",2.1,5,5,4,5,â€“,Gasoline,2.0L I4 16V GDI DOHC Turbo,MD,Dealer
2033,2033,2018,Honda,Accord Hybrid Touring,Used,"$29,300",4.7,4.5,3.9,3.9,4.4,80986,Gasoline,1.5L I4 16V GDI DOHC Turbo,GA,Dealer
2034,2034,2020,Honda,CR-V Hybrid Sport Touring,Used,"$26,995",4.8,5,4,4,5,14,Gasoline,3.5L V6 24V GDI SOHC,MD,Dealer
2035,2035,2022,Honda,Ridgeline SE,Used,"$47,483",5,4.8,4.6,4.6,4.8,85154,Gasoline,3.5L V6 24V GDI SOHC,OH,Dealer
2036,2036,2022,Honda,Pilot Sport,New,"$37,975",4.7,5,5,5,5,5,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,GA,Dealer
2037,2037,2019,Honda,Civic Sport,Used,"$29,590",4,4.8,4.9,4.8,4.9,32937,Gasoline,3.5L V6 24V GDI SOHC,GA,Dealer
2038,2038,2015,Honda,Odyssey Touring,Used,"$17,599",5,5,4,4,5,6,Gasoline,2.4L I4 16V GDI DOHC,MI,Dealer
2039,2039,2019,Honda,HR-V EX,Used,"$17,999",5,4.6,4.4,4.5,4.7,115491,Gasoline,1.5L I4 16V GDI DOHC,FL,Dealer
2040,2040,2007,Honda,Accord Sport 1.5T,Used,"$5,799",4.9,5,5,5,5,5,Gasoline,3.5L V6 24V MPFI SOHC,TN,Dealer
2041,2041,2019,Honda,Accord EX-L,Used,"$28,590",4,4.8,4.8,4.8,4.9,30185,Gasoline,3.5L V6 24V GDI SOHC,MI,Dealer
2042,2042,2022,Honda,Civic Sport,New,"$35,545",4.4,4.6,4.4,4.6,4.7,21633,Gasoline,2.0L I4 16V GDI DOHC Turbo,OH,Dealer
2043,2043,2022,Honda,Passport TrailSport,Honda Certified,"$41,428",4.1,5,4.9,5,5,5,Gasoline,Regular Unleaded V-6 3.5 L/212,DE,Dealer
2044,2044,2020,Honda,Civic Sport,Used,"$30,683",4.2,4.6,4.4,4.6,4.7,1112,Gasoline,3.5L V6 24V GDI SOHC,TN,Dealer
2045,2045,2022,Honda,CR-V Hybrid Sport Touring,Used,"$31,295",4.4,5,4,4,5,3,Gasoline,1.5L I4 16V GDI DOHC Turbo,MI,Dealer
2046,2046,2016,Honda,CR-V Hybrid Sport Touring,Used,"$20,995",4.7,5,4,4,5,4,Gasoline,3.5L V6 24V MPFI SOHC,NJ,Dealer
2047,2047,2019,Honda,Passport Sport,Used,"$32,900",5,4.8,4.7,4.6,4.8,40850,Gasoline,3.5L V6 24V GDI SOHC,GA,Dealer
2048,2048,2022,Honda,Passport TrailSport,Used,"$33,496",4.8,5,4.9,5,5,3247,Gasoline,1.5L I4 16V GDI DOHC Turbo,NJ,Dealer
2049,2049,2016,Honda,CR-V EX,Used,"$15,499",4.6,4.8,4.7,4.7,4.8,61606,Gasoline,V6 Cylinder Engine,OH,Dealer
2050,2050,2014,Honda,Ridgeline RTL-E,Used,"$15,598",4.6,5,4.8,4.2,5,2,Gasoline,3.5L V6 24V MPFI SOHC,OH,Dealer
2051,2051,2019,Honda,Accord EX-L,Used,"$27,995",4.6,4.8,4.7,4.7,4.8,99188,Gasoline,3.5L V6 24V GDI SOHC,GA,Dealer
2052,2052,2022,Honda,Accord SE,Used,"$29,376",3.9,4.5,4.5,4.6,4.7,259029,Gasoline,1.5L I4 16V GDI DOHC Turbo,NJ,Dealer
2053,2053,2008,Honda,Odyssey Elite,Used,"$10,995",4.9,5,4,4,5,6,Gasoline,3.5L V6 24V MPFI SOHC,NC,Dealer
2054,2054,2014,Honda,Odyssey Sport,Used,"$26,995",4.9,5,4,4,5,2,Gasoline,3.5L V6 24V MPFI SOHC,NY,Dealer
2055,2055,2021,Honda,HR-V Sport,Used,"$35,688",4,4,4,5,5,4,Gasoline,3.5L V6 24V GDI SOHC,OH,Dealer
2056,2056,2022,Honda,Passport Touring,New,"$48,860",4.2,4.9,4.8,4.6,4.8,19703,Gasoline,3.5L V6 24V GDI SOHC,OH,Dealer
2057,2057,2018,Honda,Odyssey EX-L,Used,"$18,060",4.8,4.8,4.7,4.6,4.7,54677,Gasoline,1.5L I4 16V GDI DOHC Turbo,SC,Dealer
2058,2058,2022,Honda,Accord Sport 2.0T,Used,"$38,900",4.8,5,5,5,5,9,Gasoline,3.5L V6 24V GDI SOHC,NY,Dealer
2059,2059,2023,Honda,Ridgeline RTL-T,New,Not Priced,4.3,4.9,4.8,4.6,4.9,62182,Hybrid,2.0L I4 DOHC 16V,OH,Dealer
2060,2060,2022,Honda,Civic LX,Used,"$42,276",5,4.2,4.3,4.5,4.7,126163,Gasoline,3.5L V6 24V GDI SOHC,OH,Dealer
2061,2061,2022,Honda,Pilot Touring,Used,"$37,999",4.9,4.7,4.4,4.4,4.6,179851,Gasoline,3.5L V6 24V GDI SOHC,PA,Dealer
2062,2062,2019,Honda,Odyssey EX-L,Used,"$31,823",5,4.8,4.5,4.3,4.5,44121,Gasoline,3.5L V6 24V GDI SOHC,VT,Dealer
2063,2063,2022,Honda,Pilot EX,New,"$30,555",4.9,4.9,4.8,4.7,4.8,34279,Gasoline,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,OH,Dealer
2064,2064,2022,Honda,CR-V EX-L,Honda Certified,"$36,556",5,5,5,4,5,11,Gasoline,3.5L V6 24V GDI SOHC,SC,Dealer
2065,2065,2022,Honda,CR-V EX-L,New,"$29,371",4.7,5,5,4,5,â€“,Gasoline,1.5L I4 16V GDI DOHC Turbo,CT,Dealer
2066,2066,2001,Honda,Odyssey Elite,Used,"$31,698",4.8,4.8,4.6,4.3,4.6,114127,Gasoline,Gas I4 2.0L/121.9,FL,Dealer
2067,2067,2023,Honda,Pilot Special Edition,New,"$43,750",4.8,4.9,4.8,4.7,4.8,20760,Gasoline,Premium Unleaded V-6 3.5 L/212,OH,Dealer
2068,2068,2022,Honda,Passport Elite,New,"$41,770",5,4.9,4.8,4.6,4.8,11786,Gasoline,3.5L V6 24V GDI SOHC,VA,Dealer
2069,2069,2017,Honda,CR-V Hybrid Sport Touring,Used,"$20,998",4.8,5,4,4,5,3,Gasoline,2.0L I4 16V MPFI DOHC,FL,Dealer
2070,2070,2020,Honda,Passport Touring,Used,"$23,097",4.9,4.9,4.8,4.6,4.8,41924,Gasoline,1.5L I4 16V GDI DOHC Turbo,CT,Dealer
2071,2071,2017,Honda,Accord Hybrid EX-L,Used,"$27,797",4.7,4.7,4.5,4.6,4.8,28703,Gasoline,3.5L V6 24V GDI SOHC,FL,Dealer
2072,2072,2016,Honda,Civic LX,Used,"$19,265",4.4,4.6,4.6,4.7,4.8,101333,Gasoline,2.4L I4 16V GDI DOHC,CT,Dealer
2073,2073,2015,Honda,Accord Sport 1.5T,Used,"$13,995",4.7,5,5,5,5,3,Gasoline,1.8L I4 16V MPFI SOHC,NY,Dealer
2074,2074,2022,Honda,Accord Sport 1.5T,New,"$44,205",5,5,5,5,5,14215,Gasoline,3.5L V6 24V GDI SOHC,VT,Dealer
2075,2075,2019,Honda,Odyssey EX-L,Honda Certified,"$32,450",4.9,4.8,4.5,4.3,4.5,34187,Gasoline,3.5L V6 24V GDI SOHC,OH,Dealer
2076,2076,2021,Honda,CR-V EX-L,Honda Certified,"$30,025",4.3,5,5,4,5,482,Gasoline,3.5L V6 24V GDI SOHC,VA,Dealer
2077,2077,2019,Honda,Pilot Special Edition,Honda Certified,"$27,987",4.9,5,5,5,5,1,Gasoline,3.5L V6 24V GDI SOHC,FL,Dealer
2078,2078,2022,Honda,Passport Elite,New,"$51,665",5,4.8,4.7,4.6,4.8,34248,Gasoline,3.5L V6 24V GDI SOHC,FL,Dealer
2079,2079,2018,Honda,Odyssey EX-L,Used,"$24,195",4.8,4.8,4.7,4.6,4.7,11869,Gasoline,4 Cylinder Engine,CA,Dealer
2080,2080,2021,Honda,Pilot EX-L,Honda Certified,"$36,465",5,5,5,5,5,13142,Gasoline,3.5L V6 24V GDI SOHC,FL,Dealer
2081,2081,2021,Honda,Pilot Special Edition,Used,"$39,488",4.8,5,5,5,5,8,Gasoline,3.5L V6 24V GDI SOHC,OH,Dealer
2082,2082,2018,Honda,Pilot Elite,Used,"$26,906",4.7,4.7,4.7,4.5,4.7,53312,Hybrid,4 Cylinder Engine,GA,Dealer
2083,2083,2021,Honda,Odyssey Touring,Used,"$40,995",4.4,5,4,4,5,3,Gasoline,3.5L V6 24V GDI SOHC,PA,Dealer
2084,2084,2022,Honda,Accord Hybrid EX-L,New,Not Priced,5,4.9,5,4.9,5,13582,Gasoline,1.5L I4 16V GDI DOHC Turbo,NC,Dealer
2085,2085,2016,Honda,CR-V Hybrid Sport,Used,"$22,997",4.6,5,4,4,5,0,Gasoline,V6 Cylinder Engine,CA,Dealer
2086,2086,2021,Honda,Passport TrailSport,Used,"$25,985",4.2,5,4.9,5,5,1,Gasoline,2.0L I4 16V MPFI DOHC,NC,Dealer
2087,2087,2022,Honda,CR-V EX-L,New,"$28,923",4.7,5,5,4,5,25,Gasoline,1.5L I4 16V GDI DOHC Turbo,FL,Dealer
2088,2088,2022,Honda,Civic EX,New,"$44,970",5,4.8,4.9,4.8,4.9,25891,Gasoline,3.5L V6 24V GDI SOHC,NY,Dealer
2089,2089,2019,Honda,Accord Hybrid Sport,Used,"$19,490",4.7,4.9,5,4.9,5,0,Gasoline,2.0L I4 16V MPFI DOHC,CA,Dealer
2090,2090,2021,Honda,CR-V Touring,Used,"$35,835",5,4.8,4.7,4.7,4.8,58474,Gasoline,V6 Cylinder Engine,FL,Dealer
2091,2091,2022,Honda,CR-V EX,New,"$47,060",4.9,5,5,4,5,0,Gasoline,3.5L V6 24V GDI SOHC,CA,Dealer
2092,2092,2021,Honda,Ridgeline RTL,Honda Certified,"$33,571",4.5,5,4.8,4.2,5,6,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,VA,Dealer
2093,2093,2022,Honda,Pilot Sport,Used,"$37,651",5,5,5,5,5,91,Gasoline,3.5L V6 24V GDI SOHC,NY,Dealer
2094,2094,2019,Honda,Pilot EX-L,Used,"$30,795",5,4.9,4.8,4.7,4.8,37638,Gasoline,3.5L V6 24V GDI SOHC,CA,Dealer
2095,2095,2015,Honda,Crosstour EX-L,Used,"$18,955",4.8,4.7,4.6,4.5,4.8,81683,Gasoline,3.5L V6 24V MPFI SOHC,NY,Dealer
2096,2096,2020,Honda,Pilot TrailSport,Used,"$29,588",4.7,5,5,5,5,5,Gasoline,V6 Cylinder Engine,CA,Dealer
2097,2097,2019,Honda,Pilot Special Edition,Used,"$26,195",4.6,5,5,5,5,2,Gasoline,3.5L V6 24V GDI SOHC,NY,Dealer
2098,2098,1998,Honda,Pilot EX-L,Used,"$4,995",4.3,4.8,4.7,4.6,4.8,21933,Gasoline,2.3L I4 16V MPFI SOHC,NY,Dealer
2099,2099,2016,Honda,Pilot EX,Used,"$17,527",4.8,4.6,4.2,4.1,4.1,37411,Gasoline,2.4L I4 16V GDI DOHC,VA,Dealer
2100,2100,2019,Honda,Odyssey EX-L,Used,"$26,500",4.7,4.8,4.6,4.3,4.6,41918,Gasoline,3.5L V6 24V GDI SOHC,FL,Dealer
2101,2101,2019,Honda,Civic Si Base,Used,"$27,998",4.5,4.2,4.5,4.2,5,5865,Gasoline,3.5L V6 24V GDI SOHC,VA,Dealer
